ObjId,DocId,Link,CmntId
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0095,FDA-2012-N-1148-0095
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0082,FDA-2012-N-1148-0082
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0037,FDA-2012-N-1148-0037
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0059,FDA-2012-N-1148-0059
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0092,FDA-2012-N-1148-0092
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0093,FDA-2012-N-1148-0093
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0050,FDA-2012-N-1148-0050
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0063,FDA-2012-N-1148-0063
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0057,FDA-2012-N-1148-0057
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0065,FDA-2012-N-1148-0065
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0051,FDA-2012-N-1148-0051
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0056,FDA-2012-N-1148-0056
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0071,FDA-2012-N-1148-0071
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0042,FDA-2012-N-1148-0042
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0043,FDA-2012-N-1148-0043
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0064,FDA-2012-N-1148-0064
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0045,FDA-2012-N-1148-0045
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0048,FDA-2012-N-1148-0048
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0083,FDA-2012-N-1148-0083
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0085,FDA-2012-N-1148-0085
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0088,FDA-2012-N-1148-0088
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0105,FDA-2012-N-1148-0105
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0106,FDA-2012-N-1148-0106
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0108,FDA-2012-N-1148-0108
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0107,FDA-2012-N-1148-0107
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0115,FDA-2012-N-1148-0115
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0028,FDA-2012-N-1148-0028
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0053,FDA-2012-N-1148-0053
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0046,FDA-2012-N-1148-0046
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0117,FDA-2012-N-1148-0117
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0076,FDA-2012-N-1148-0076
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0086,FDA-2012-N-1148-0086
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0055,FDA-2012-N-1148-0055
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0067,FDA-2012-N-1148-0067
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0039,FDA-2012-N-1148-0039
09000064811a3b89,FDA-2012-N-1148-0011,https://api.regulations.gov/v4/comments/FDA-2012-N-1148-0070,FDA-2012-N-1148-0070
